"first_name","last_name","gender","past_3_years_bike_related_purchases","dob","job_title","job_industry_category","wealth_segment","deceased_indicator","owns_car","tenure","address","postcode","state","country","property_valuation","Rank","Value","age","age_category"
"Raleigh","Pont","Male",48,"1964-11-02","Associate Professor","Entertainment","Mass Customer","N","No",14,"7650 Gulseth Parkway","3139","VIC","Australia","7","883","0.53",59,"Mature adults"
"Zachariah","Meininking","Male",40,"1938-06-09","Cost Accountant","Financial Services","Affluent Customer","N","Yes",20,"24815 Lindbergh Avenue","2749","NSW","Australia","7","883","0.53",85,"Seniors"
"Lesley","Garey","Male",52,"1994-03-29","Software Consultant","Telecommunications","Mass Customer","N","No",11,"924 Lindbergh Court","2226","NSW","Australia","9","883","0.53",29,"Young adults"
"Antoinette",NULL,"Female",72,"1980-07-28","Structural Analysis Engineer","Financial Services","Affluent Customer","N","No",5,"9 Derek Alley","3058","VIC","Australia","9","888","0.53",43,"Middle adults"
"Carr","Hopkynson","Male",64,"1971-10-18",NULL,"Manufacturing","Affluent Customer","N","No",16,"5990 Fairfield Pass","2318","NSW","Australia","6","888","0.53",52,"Middle adults"
"Shay","Briand","Male",57,"1956-10-05","Project Manager","IT","Mass Customer","N","Yes",9,"1 Mandrake Way","3844","VIC","Australia","1","888","0.53",67,"Seniors"
"Karney","Burstow","Male",51,"1972-07-02","Design Engineer","Property","Mass Customer","N","Yes",6,"4011 Prairieview Court","2031","NSW","Australia","12","888","0.53",51,"Middle adults"
"Latrena","Yetts","Female",11,"1999-06-18","Civil Engineer","Manufacturing","High Net Worth","N","Yes",15,"53877 Dakota Crossing","2871","NSW","Australia","3","893","0.52",24,"Young adults"
"Jesse","Alflat","Male",31,"1984-09-01","Executive Secretary","n/a","High Net Worth","N","No",5,"49 Northfield Drive","2145","NSW","Australia","9","893","0.52",39,"Middle adults"
"Kelcie","Kingaby","Female",54,"2000-03-24","Systems Administrator II","IT","Mass Customer","N","Yes",6,"0 Summit Center","4019","QLD","Australia","4","893","0.52",23,"Young adults"
"Fabio","Commuzzo","Male",5,"1961-10-02","Software Test Engineer II","Manufacturing","Mass Customer","N","No",18,"66 Shopko Circle","3806","VIC","Australia","8","896","0.52",62,"Mature adults"
"Heall","Andrioli","Male",46,"1941-06-17","Environmental Tech","IT","Affluent Customer","N","Yes",7,"370 Eastwood Road","4133","QLD","Australia","5","896","0.52",82,"Seniors"
"Rickert","Brasted","Male",47,"1959-09-18","Staff Scientist","Health","Mass Customer","N","No",10,"20 Hoffman Park","2145","NSW","Australia","9","898","0.51",64,"Mature adults"
"Hedwig","Jayme","Female",38,"1952-08-21","Accountant IV","Property","Affluent Customer","N","No",11,"6293 Hooker Point","2099","NSW","Australia","10","899","0.51",71,"Seniors"
"Penrod","Tomasicchio","Male",5,"1968-05-28",NULL,"Health","High Net Worth","N","No",19,"30 Harper Trail","2318","NSW","Australia","9","899","0.51",55,"Mature adults"
"Pancho","Edis","Male",1,"1970-12-30","Assistant Professor","n/a","Mass Customer","N","No",13,"64467 Pankratz Pass","3023","VIC","Australia","7","899","0.51",53,"Middle adults"
"Andriana","Gosnoll","Female",53,"1964-05-19","Chief Design Engineer","Manufacturing","Mass Customer","N","No",8,"900 Brown Junction","2291","NSW","Australia","10","899","0.51",59,"Mature adults"
"Nilson","Wiggam","Male",48,"1996-02-15","Paralegal","Financial Services","Mass Customer","N","No",9,"8845 Spaight Way","3049","VIC","Australia","6","903","0.50",27,"Young adults"
"Denny","Spleving","Female",84,"1973-05-13","Business Systems Development Analyst","Manufacturing","Affluent Customer","N","Yes",5,"85420 Myrtle Road","2114","NSW","Australia","8","904","0.50",50,"Middle adults"
"Olia","O' Mullan","Female",77,"1973-03-24","Account Executive","Health","Mass Customer","N","No",8,"6315 Mendota Parkway","2263","NSW","Australia","7","904","0.50",50,"Middle adults"
"Conway","Juarez","Male",27,"1967-03-02","Help Desk Technician","n/a","Affluent Customer","N","No",17,"66904 American Ash Hill","4814","QLD","Australia","5","904","0.50",56,"Mature adults"
"Dru","Crellim","Female",57,"1963-03-04",NULL,"n/a","Mass Customer","N","No",12,"90 Morningstar Drive","3030","VIC","Australia","7","904","0.50",60,"Mature adults"
"Shaw","MacEvilly","Male",10,"2000-05-06","Software Test Engineer III","Health","Affluent Customer","N","No",16,"34020 Sheridan Park","2768","NSW","Australia","9","904","0.50",23,"Young adults"
"Brook","Eade","Female",65,"1957-11-17","Sales Representative","Retail","Mass Customer","N","Yes",8,"58 Meadow Valley Court","2330","NSW","Australia","5","904","0.50",66,"Seniors"
"Aleece","Feige","Female",49,"1975-09-16",NULL,"Manufacturing","Mass Customer","N","No",18,"2030 Anderson Lane","2141","NSW","Australia","10","904","0.50",48,"Middle adults"
"Dolorita","Strutton","Female",7,"1991-05-21","General Manager","Manufacturing","Affluent Customer","N","No",17,"07 Acker Pass","3178","VIC","Australia","8","904","0.50",32,"Young adults"
"Harman","A'field","Male",39,"1960-12-27","Geologist III","Manufacturing","Affluent Customer","N","Yes",6,"31815 Vermont Drive","4227","QLD","Australia","5","913","0.50",63,"Mature adults"
"Hildegarde","Bamb","Female",16,"1961-02-10","Help Desk Operator","n/a","High Net Worth","N","Yes",10,"5070 Division Parkway","3910","VIC","Australia","9","913","0.50",62,"Mature adults"
"Launce","Gale","Male",86,"1939-01-15",NULL,"n/a","Mass Customer","N","No",21,"4 Fordem Avenue","2777","NSW","Australia","9","913","0.50",84,"Seniors"
"Ilise","Clissold","Female",58,"1987-11-16","Developer IV","Entertainment","High Net Worth","N","No",9,"659 Comanche Plaza","2153","NSW","Australia","10","913","0.50",36,"Middle adults"
"Julita","Prene","Female",14,"1979-05-16","Chemical Engineer","Manufacturing","High Net Worth","N","Yes",13,"5 Myrtle Junction","4128","QLD","Australia","2","913","0.50",44,"Middle adults"
"Ashlen","Willbond","Female",64,"1984-05-15","Software Consultant","Health","High Net Worth","N","No",16,"723 Grayhawk Way","3934","VIC","Australia","8","913","0.50",39,"Middle adults"
"Keely","Bointon","Female",71,"1988-10-16","Nurse","Telecommunications","High Net Worth","N","No",3,"55 Dorton Point","4154","QLD","Australia","9","913","0.50",35,"Middle adults"
"Poul","Gaskin","Male",78,"1950-06-15","Help Desk Operator","Telecommunications","High Net Worth","N","No",17,"9 Killdeer Circle","2643","NSW","Australia","2","920","0.49",73,"Seniors"
"Sheilakathryn","Huff","Female",45,"1958-05-15","Assistant Manager","n/a","High Net Worth","N","Yes",14,"04 Miller Drive","2477","NSW","Australia","6","921","0.49",65,"Seniors"
"Rubia","Evetts","Female",59,"1990-12-21","Pharmacist","Health","Mass Customer","N","No",16,"64213 Miller Point","2071","NSW","Australia","9","921","0.49",33,"Young adults"
"Francklin","Cross","Male",51,"1981-04-06","Teacher","Property","Mass Customer","N","Yes",3,"24593 Jackson Parkway","2231","NSW","Australia","10","921","0.49",42,"Middle adults"
"Wilone","Champley","Female",22,"1983-11-06",NULL,"Manufacturing","High Net Worth","N","No",17,"9346 Lyons Point","2077","NSW","Australia","10","924","0.49",40,"Middle adults"
"Lezlie","Clemits","Female",2,"1973-05-30","Senior Cost Accountant","Financial Services","Mass Customer","N","Yes",15,"0504 Nevada Drive","2155","NSW","Australia","10","924","0.49",50,"Middle adults"
"Kathe","Oller","Female",47,"1959-08-20","General Manager","Manufacturing","Mass Customer","N","Yes",5,"817 Loftsgordon Road","3029","VIC","Australia","4","926","0.48",64,"Mature adults"
"Dulce","Bradwell","Female",61,"1957-07-03","Research Associate","Manufacturing","Mass Customer","N","No",20,"30 Lukken Point","4159","QLD","Australia","9","926","0.48",66,"Seniors"
"Felice","Dechelette","Male",75,"1998-02-05","Librarian","Entertainment","High Net Worth","N","No",3,"4 Kingsford Trail","4051","QLD","Australia","4","928","0.48",25,"Young adults"
"Joane","Caldes","Female",84,"1978-03-17","Senior Cost Accountant","Financial Services","High Net Worth","N","Yes",13,"42 3rd Plaza","2250","NSW","Australia","7","928","0.48",45,"Middle adults"
"Diane","Furman","Female",67,"1993-08-11",NULL,"Manufacturing","Affluent Customer","N","Yes",13,"6660 Riverside Circle","3013","VIC","Australia","9","930","0.48",30,"Young adults"
"Kizzee","Agget","Female",98,"1976-07-25","Statistician II","Manufacturing","Affluent Customer","N","No",8,"122 Marcy Park","2213","NSW","Australia","10","930","0.48",47,"Middle adults"
"Stephi","Highton","Female",30,"1987-09-09","Software Engineer I","Telecommunications","Mass Customer","N","Yes",12,"293 Mendota Park","2154","NSW","Australia","10","930","0.48",36,"Middle adults"
"Martino","Scoles","Male",18,"1975-01-19","Senior Financial Analyst","Financial Services","Mass Customer","N","No",14,"47 Scofield Junction","3620","VIC","Australia","4","930","0.48",48,"Middle adults"
"Morgen","Newport","Female",5,"1960-08-31","Project Manager","Manufacturing","Mass Customer","N","No",6,"9 Washington Center","3340","VIC","Australia","4","930","0.48",63,"Mature adults"
"Eugenie","Brinson","Female",79,"1963-08-10","Assistant Media Planner","Entertainment","Mass Customer","N","Yes",17,"7109 Grayhawk Avenue","3073","VIC","Australia","6","936","0.48",60,"Mature adults"
"Reinold","Natt","Male",16,"1964-08-23","Help Desk Technician","Financial Services","High Net Worth","N","Yes",8,"70 Evergreen Hill","3207","VIC","Australia","8","937","0.47",59,"Mature adults"
"Jo","Roberts","Female",41,"1945-10-31","Paralegal","Financial Services","High Net Worth","N","Yes",11,"20139 Lakewood Plaza","2440","NSW","Australia","3","937","0.47",78,"Seniors"
"Colas","Gabbitas","Male",98,"1946-09-09","Staff Scientist","Retail","High Net Worth","N","No",20,"3094 Elka Place","2166","NSW","Australia","9","939","0.47",77,"Seniors"
"Claudetta","Ricciardiello","Female",61,"1974-04-30","Internal Auditor","Financial Services","Mass Customer","N","Yes",21,"31 Schurz Parkway","3181","VIC","Australia","8","939","0.47",49,"Middle adults"
"Angele","Cadore","Female",5,"1954-09-06","Chief Design Engineer","n/a","Mass Customer","N","Yes",7,"85894 Amoth Court","4125","QLD","Australia","7","939","0.47",69,"Seniors"
"Cicily","Hast","Female",63,"1971-04-26","Food Chemist","Health","Affluent Customer","N","Yes",8,"955 Burning Wood Way","2478","NSW","Australia","3","939","0.47",52,"Middle adults"
"Harland","Messenger","Male",90,"1974-05-28","Software Test Engineer I","Retail","Mass Customer","N","No",8,"27 Crownhardt Center","3934","VIC","Australia","10","944","0.46",49,"Middle adults"
"Sim","Constantinou","Male",91,"1992-08-09","Analog Circuit Design manager","Property","Mass Customer","N","No",5,"41002 Loomis Park","2010","NSW","Australia","9","944","0.46",31,"Young adults"
"Shanon","Rolfe","Female",63,"1941-08-19","Sales Representative","Retail","High Net Worth","N","No",8,"10 Cottonwood Point","2530","NSW","Australia","7","944","0.46",82,"Seniors"
"Chryste","Oddboy","Female",44,"1988-08-22","Software Engineer III","Manufacturing","High Net Worth","N","Yes",4,"2115 Maryland Alley","2320","NSW","Australia","9","947","0.46",35,"Middle adults"
"Edin","Patinkin","Female",35,"1992-03-26","Account Executive","Health","Mass Customer","N","No",17,"6 Milwaukee Hill","3015","VIC","Australia","4","948","0.46",31,"Young adults"
"Nolly","Ivanchikov","Male",13,"1994-02-10","Help Desk Operator","Manufacturing","High Net Worth","N","Yes",11,"6792 Kropf Hill","2049","NSW","Australia","11","948","0.46",29,"Young adults"
"Michele","Pammenter","Male",23,"1983-06-26","Teacher","Health","High Net Worth","N","No",2,"37 Mesta Road","3198","VIC","Australia","8","948","0.46",40,"Middle adults"
"Liane","Abelevitz","Female",26,"1976-11-25","Operator","n/a","Mass Customer","N","No",3,"85340 Hovde Way","3153","VIC","Australia","7","951","0.45",47,"Middle adults"
"Philbert","Bangs","Male",67,"1966-03-03","Environmental Specialist","IT","Mass Customer","N","Yes",6,"02643 Moose Court","4500","QLD","Australia","7","951","0.45",57,"Mature adults"
"Nancie","Vian","Female",74,"1972-12-27","Human Resources Assistant II","Retail","Mass Customer","N","Yes",10,"85 Carioca Point","4814","QLD","Australia","5","8","1.66",51,"Middle adults"
"Duff","Karlowicz","Male",50,"1972-04-28","Speech Pathologist","Manufacturing","Mass Customer","N","Yes",5,"717 West Drive","2200","NSW","Australia","10","8","1.66",51,"Middle adults"
"Candy",NULL,"Female",23,"1977-12-08",NULL,"Financial Services","Mass Customer","N","No",6,"59252 Maryland Drive","3500","VIC","Australia","3","951","0.45",46,"Middle adults"
"Noami","Cokly","Female",74,"1962-09-17",NULL,"Manufacturing","Mass Customer","N","Yes",15,"2886 Buena Vista Terrace","2038","NSW","Australia","11","954","0.45",61,"Mature adults"
"Lyndell","Jereatt","Female",14,"1994-11-28","Payment Adjustment Coordinator","n/a","High Net Worth","N","No",13,"58770 Monterey Plaza","2122","NSW","Australia","12","954","0.45",29,"Young adults"
"Maximilien","Bourget","Male",12,"1969-04-29","Geologist I","Financial Services","Mass Customer","N","Yes",6,"2941 Loftsgordon Hill","3337","VIC","Australia","7","956","0.45",54,"Middle adults"
"Benedikta","Naptin","Female",59,"1995-08-13","Operator","Retail","Mass Customer","N","Yes",15,"345 Fieldstone Park","2121","NSW","Australia","11","956","0.45",28,"Young adults"
"Rhodie","Gaskall","Female",83,"1964-02-01","VP Quality Control","n/a","Mass Customer","N","Yes",9,"251 Pierstorff Alley","4170","QLD","Australia","9","956","0.45",59,"Mature adults"
"Afton","Andrassy","Female",78,"1998-10-14","Web Designer II","Retail","Mass Customer","N","No",7,"220 Cody Alley","3075","VIC","Australia","8","956","0.45",25,"Young adults"
"Blondell","Dibdall","Female",62,"1967-01-03","Programmer III","n/a","Mass Customer","N","No",4,"34 Bunting Pass","3048","VIC","Australia","4","960","0.44",56,"Mature adults"
"Sonia","Dunstall","Female",0,"1975-07-30","Accountant III","Financial Services","Mass Customer","N","No",10,"99 Park Meadow Hill","2570","NSW","Australia","9","960","0.44",48,"Middle adults"
"Benedikt","Adamou","Male",15,"1987-01-15","Recruiting Manager","Health","Mass Customer","N","No",11,"4 Bluestem Pass","3564","VIC","Australia","3","960","0.44",36,"Middle adults"
"Don","Spratling","Male",82,"1969-01-05","Associate Professor","Property","Affluent Customer","N","Yes",7,"078 Erie Point","2760","NSW","Australia","10","963","0.44",54,"Middle adults"
"Moll","Ogilby","Female",25,"1980-12-19","Research Assistant III","Manufacturing","Mass Customer","N","Yes",13,"6 Hansons Crossing","4123","QLD","Australia","6","963","0.44",43,"Middle adults"
"Jammie","Seldner","Female",42,"1975-02-25","Human Resources Manager","Health","Mass Customer","N","Yes",15,"8 Saint Paul Junction","2066","NSW","Australia","10","963","0.44",48,"Middle adults"
"Inglis","Pickaver","Male",33,"1994-06-25","Product Engineer","Telecommunications","Affluent Customer","N","No",1,"14067 Armistice Plaza","2770","NSW","Australia","8","963","0.44",29,"Young adults"
"Clarabelle","Broschek","Female",6,"1963-08-25","Geological Engineer","Manufacturing","Mass Customer","N","No",18,"8491 Pennsylvania Crossing","4035","QLD","Australia","6","967","0.44",60,"Mature adults"
"Tillie","Bisseker","Female",74,"1960-08-10","Civil Engineer","Manufacturing","High Net Worth","N","No",14,"59208 Barnett Avenue","2104","NSW","Australia","12","967","0.44",63,"Mature adults"
"Irving","Babcock","Male",60,"1986-01-17","Dental Hygienist","Health","High Net Worth","N","Yes",15,"36 Killdeer Crossing","2705","NSW","Australia","1","967","0.44",37,"Middle adults"
"Evered","Gludor","Male",3,"1951-04-30","Electrical Engineer","Manufacturing","High Net Worth","N","Yes",15,"305 Sloan Junction","2168","NSW","Australia","8","967","0.44",72,"Seniors"
"Mavra","Finan","Female",30,"1967-08-23","Nurse","Property","Affluent Customer","N","Yes",4,"88 Shopko Way","2034","NSW","Australia","9","967","0.44",56,"Mature adults"
"Frieda","Tavinor","Female",43,"1999-03-04",NULL,"n/a","Affluent Customer","N","No",10,"7 Mallory Lane","3064","VIC","Australia","6","972","0.43",24,"Young adults"
"Ellwood","Budden","Male",82,"1998-06-03",NULL,"Health","Mass Customer","N","Yes",11,"79907 Randy Center","2192","NSW","Australia","10","972","0.43",25,"Young adults"
"Alex","Patshull","Female",37,"1966-01-02","Senior Quality Engineer","Retail","Mass Customer","N","Yes",13,"446 High Crossing Way","4165","QLD","Australia","5","974","0.43",57,"Mature adults"
"Aundrea","Outridge","Female",77,"2001-01-24","Structural Engineer","Financial Services","Affluent Customer","N","Yes",10,"1530 Columbus Lane","3186","VIC","Australia","12","974","0.43",22,"Young adults"
"Amby","Bodega","Male",63,"1968-06-12","Recruiter","n/a","Affluent Customer","N","Yes",17,"669 Declaration Street","3810","VIC","Australia","6","974","0.43",55,"Mature adults"
"Esme","Pilipets","Male",15,"1967-05-06","Environmental Tech","Health","Mass Customer","N","Yes",5,"9 Ruskin Way","3228","VIC","Australia","9","977","0.42",56,"Mature adults"
